1,21.87945992,-102.2904135
2,30.76405113,-116.0092603
3,26.01333335,-111.3516635
4,18.65365928,-91.82448019
7,16.74999697,-92.63337447
8,26.93335472,-105.6666358
5,28.32998781,-100.8499789
6,18.92038129,-103.8799748
9,19.44244244,-99.1309882
10,25.57005292,-103.5000238
11,20.67001609,-101.4999909
12,17.54997398,-99.5000096
13,20.17043418,-98.73003076
14,19.77001935,-104.3699966
15,19.41001548,-99.02998661
16,19.67997316,-100.569996
17,18.92110476,-99.23999964
18,21.81999758,-105.2200481
19,25.1899986,-99.83998885
20,16.42999066,-95.01999882
21,18.90002077,-98.44999618
22,20.37998212,-100.0000308
23,21.20839057,-86.7114549
24,22.00001243,-99.66999923
25,23.19999086,-106.2300381
26,27.58000775,-109.9299931
27,18.40002545,-93.22997888
28,22.73335268,-98.95001734
29,19.31999514,-98.2300096
30,17.93997601,-94.73999007
31,21.09998985,-89.27998743
32,22.35001691,-102.88001
99,19.43333333,-99.133333
